,index,시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
84,789,월곡종합사회복지관,서울특별시 성북구 오패산로16길 23,서울특별시 성북구 하월곡동 222-5,월곡종합사회복지관,02-911-5511,경로식당,60세이상 저소득어르신,11:20-12:40,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
85,790,대방종합사회복지관,서울특별시 동작구 여의대방로44길 47,서울특별시 동작구 대방동 503,대방종합사회복지관,02-826-2900,대방종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:30),월+화+수+목+금+토,2020-01-01,2021-12-31,37.5099255,126.9304271,2024-04-05,3190000,서울특별시 동작구
86,791,사당어르신종합복지관,서울특별시 동작구 남부순환로2081,서울특별시 동작구 사당동 1044-42,사당노인종합복지관,02-580-2403,사당어르신종합복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:50),월+화+수+목+금,2020-01-01,2021-12-31,37.47701786,126.9798536,2024-04-05,3190000,서울특별시 동작구
87,792,상도은빛어르신복지관,서울특별시 동작구 매봉로36,서울특별시 동작구 상도1동 535,상도은빛어르신복지관,02-826-9723,상도은빛어르신복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~12:50),월+화+수+목+금,2020-01-01,2021-12-31,37.50645811,126.9513899,2024-04-05,3190000,서울특별시 동작구
88,813,신내종합사회복지관,서울특별시 중랑구 봉화산로 153,서울특별시 중랑구 상봉동 481,사단복지법인애원복지재단,02-3421-3400,신내종합사회복지관,60세 이상 결식 우려 저소득 어르신,중식(12:00-13:00),월+화+수+목+금,1997-02-01,,37.60581862,127.0916098,2024-06-17,3060000,서울특별시 중랑구
89,814,시립대종합사회복지관,서울특별시 중랑구 신내로 115,서울특별시 중랑구 신내동 660,서울시립대학교,02-3421-1988,시립대종합사회복지관,60세 이상 결식 우려 저소득 어르신,중식(11:30-12:30),월+화+수+목+금,2017-01-02,,37.60929753,127.0949042,2024-06-17,3060000,서울특별시 중랑구
90,815,시립중랑노인종합복지관,서울특별시 중랑구 겸재로 9길 45,서울특별시 중랑구 면목동 178-8,사회복지법인 이랜드,02-493-9966,시립중랑노인종합복지관,60세 이상 결식 우려 저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,1999-12-01,,37.58843496,127.0778419,2024-06-17,3060000,서울특별시 중랑구
91,816,면목종합사회복지관,서울특별시 중랑구 용마산로 228,서울특별시 중랑구 면목동 1382,사회복지법인자광재단,02-436-0500,면목종합사회복지관,60세 이상 결식 우려 저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,1992-10-01,,37.57416749,127.0883012,2024-06-17,3060000,서울특별시 중랑구
92,817,용마경로복지센터,서울특별시 중랑구 용마산로94길 98,서울특별시 중랑구 면목동 27,신망애 복지재단,02-435-0842,용마경로복지센터,60세 이상 결식 우려 저소득 어르신,중식(11:30-13:00),월+화+수+목+금,2019-07-01,,37.58739985,127.1018199,2024-06-17,3060000,서울특별시 중랑구
93,821,신사노인복지관,서울특별시 은평구 증산로15길47,서울특별시 은평구 신사2동163-13,신사노인복지관,02-302-0303,신사노인복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.59035031,126.908289,2021-08-01,3110000,서울특별시 은평구
94,822,불광노인복지관,서울특별시 은평구 연서로32길17-11,서울특별시 은평구 불광1동339-13,불광노인복지관,02-385-3222,불광노인복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.61941254,126.9249009,2021-08-01,3110000,서울특별시 은평구
95,823,대조노인복지관,서울특별시 은평구 역말로9길 27,서울특별시 은평구 대조동 208-11,대조노인복지관,02-6951-1172,대조노인복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.61345215,126.9220484,2021-08-01,3110000,서울특별시 은평구
96,824,신사종합사회복지관,서울특별시 은평구 은평로38,서울특별시 은평구 신사동26-18,신사종합사회복지관,02-376-4141,신사종합사회복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.59815825,126.9121456,2021-08-01,3110000,서울특별시 은평구
97,825,녹번종합사회복지관,서울특별시 은평구 은평로21길14-26,서울특별시 은평구 녹번동산28-6,녹번종합사회복지관,02-388-6341,녹번종합사회복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.60254229,126.9318785,2021-08-01,3110000,서울특별시 은평구
98,826,은평종합사회복지관,서울특별시 은평구 은평터널로48,서울특별시 은평구 수색8-15,은평종합사회복지관,02-307-1181,은평종합사회복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.58510959,126.8992597,2021-08-01,3110000,서울특별시 은평구
99,838,성북시각장애인복지관,서울특별시 성북구 동소문로25가길 20,서울특별시 성북구 동선동4가 279-1,성북시각장애인복지관,02-923-4555,경로식당,60세이상 저소득어르신,11:30-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
100,846,상도종합사회복지관,서울특별시 동작구 상도로39가길 7,서울특별시 동작구 상도1동 456,상도종합사회복지관,02-824-6011,상도종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.50249656,126.9496599,2024-04-05,3190000,서울특별시 동작구
101,847,본동종합사회복지관,서울특별시 동작구 노량진로32길 79,서울특별시 동작구 본동 16-3,본동종합사회복지관,02-817-8052,본동종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.51053278,126.9568887,2024-04-05,3190000,서울특별시 동작구
102,848,동작이수사회복지관,서울특별시 동작구 동작대로35차길 7,서울특별시 동작구 사당동 52-3,동작이수사회복지관,02-592-3721,동작이수사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.49312014,126.9768776,2024-04-05,3190000,서울특별시 동작구
103,849,사당종합사회복지관,서울특별시 동작구 사당로14길 20,서울특별시 동작구 사당동 268-6,사당종합사회복지관,02-597-3710,사당종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:20~12:30),월+화+수+목+금+토,2020-01-01,2021-12-31,37.48327274,126.9714535,2024-04-05,3190000,서울특별시 동작구
104,850,동작종합사회복지관,서울특별시 동작구 등용로47,서울특별시 동작구 대방동 5-1,동작종합사회복지관,02-814-8114,동작종합사회복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:00~12:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.50571412,126.9334168,2024-04-05,3190000,서울특별시 동작구
105,863,서대문종합사회복지관,서울특별시 서대문구 모래내로 177 (남가좌동),서울특별시 서대문구 남가좌동 115-63,서대문종합사회복지관,,서대문종합사회복지관,저소득어르신,10:30~12:00,경로식당(월+화+수+목+금+토)+식사배달(월+화+수+목+금+토+일)+밑반찬배달(화+목),,,37.5714004,126.9200551,2022-08-01,3120000,서울특별시 서대문구
106,864,홍은종합사회복지관,서울특별시 서대문구 세검정로1길 116 (홍은동),서울특별시 서대문구 홍은동 48-20,홍은종합사회복지관,,홍은종합사회복지관,저소득어르신,10:30~12:00,경로식당(월+화+수+목+금+토)+식사배달(월+화+수+목+금+토+일)+밑반찬배달(월+목),,,37.5953267,126.9464065,2022-08-01,3120000,서울특별시 서대문구
107,865,이대종합사회복지관,서울특별시 서대문구 북아현로4마길 26-24 (북아현동),서울특별시 서대문구 북아현동 1-461,이대종합사회복지관,,대상자 가정(배달),저소득어르신,10:30~12:00,식사배달(월+화+수+목+금+토+일)+밑반찬배달(월+목),2000-05-01,,37.559447,126.9604714,2022-08-01,3120000,서울특별시 서대문구
108,866,연희노인여가복지시설,서울특별시 서대문구 홍제천로2길 111 (연희동),서울특별시 서대문구 연희동 519-127,연희노인여가복지시설,,연희노인여가복지시설,저소득어르신,10:30~12:00,경로식당(월+화+수+목+금+토)+식사배달(월+화+수+목+금+토+일),,,37.57224104,126.9235123,2022-08-01,3120000,서울특별시 서대문구
109,867,강동노인종합복지관,서울특별시 강동구 동남로71길 32-5,서울특별시 강동구 명일2동 48-10,강동노인종합복지관,02-0442-1026,강동노인종합복지관,60세 이상의 결식노인,중식(11:30-12:30),월+화+수+목+금,2003-07-01,,37.5522658,127.1546206,2023-08-31,3240000,서울특별시 강동구
110,871,동서울 중앙교회,서울특별시 중랑구 면목로 29길 37,서울특별시 중랑구 면목동 374-55,동서울중앙교회,02-494-7110,동서울 중앙교회,60세 이상 결식 우려 저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,2017-01-08,,37.57563305,127.0837108,2024-06-17,3060000,서울특별시 중랑구
111,872,사랑의 집,서울특별시 중랑구 송림길 91,서울특별시 중랑구 망우동 352-41,사랑의 집,02-495-2517,사랑의 집,60세 이상 결식 우려 저소득 어르신,중식(12:00-13:00),월+화+수+목+금,1996-10-01,,37.60403622,127.1026276,2024-06-17,3060000,서울특별시 중랑구
112,873,나눔의 집,서울특별시 중랑구 용마공원로 5가길 69-6,서울특별시 중랑구 망우동 423-35,사랑의나눔회,02-434-9345,나눔의 집,60세 이상 결식 우려 저소득 어르신,중식(12:00-13:00),월+화+수+목+금,1999-10-01,,37.59147426,127.1033393,2024-06-17,3060000,서울특별시 중랑구
113,874,구립중화경로복지관,서울특별시 중랑구 동일로 138길 28,서울특별시 중랑구 중화동 37-4,사회복지법인자광재단,02-436-1390,구립중화경로복지관,60세 이상 결식 우려 저소득 어르신,중식(11:00-12:00),월+화+수+목+금,2017-04-09,,37.60330431,127.0811539,2024-06-17,3060000,서울특별시 중랑구
114,875,구립신내노인종합복지관,서울특별시 중랑구 신내로 15길 175,서울특별시 중랑구 신내동 771-1,영안 복지재단,02-3421-4800,구립신내노인종합복지관,60세 이상 결식 우려 저소득 어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-04-09,,37.61481251,127.0878892,2024-06-17,3060000,서울특별시 중랑구
115,876,유린원광종합사회복지관,서울특별시 중랑구 신내로 56,서울특별시 중랑구 신내동 572-2,사회복지법인유린보은동산,02-438-4011,유린원광종합사회복지관,60세 이상 결식 우려 저소득 어르신,중식(11:30-12:30),월+화+수+목+금,2017-02-04,,37.60447047,127.0959157,2024-06-17,3060000,서울특별시 중랑구
116,884,은평노인종합복지관,서울특별시 은평구 연서로 415,서울특별시 은평구 진관동156-6,은평노인종합복지관,02-385-1351,은평노인종합복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.63201412,126.9308177,2021-08-01,3110000,서울특별시 은평구
117,885,역촌노인복지관,서울특별시 은평구 연서로3나길11-30,서울특별시 은평구 역촌동67-9,역촌노인복지관,02-385-9500,역촌노인복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.60326215,126.911323,2021-08-01,3110000,서울특별시 은평구
118,886,갈현노인복지관,서울특별시 은평구 통일로89길12-6,서울특별시 은평구 갈현1동415-2,갈현노인복지관,02-357-2640,갈현노인복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.62495566,126.918626,2021-08-01,3110000,서울특별시 은평구
119,887,응암노인복지관,서울특별시 은평구 응암로21가길5-1,서울특별시 은평구 응암3동126-46,응암노인복지관,02-355-2997,응암노인복지관경로식당,만 60세이상 저소득어르신,중식(11:00-13:00),월+화+수+목+금+토,,,37.59453836,126.916808,2021-08-01,3110000,서울특별시 은평구
120,894,개웅교회,서울특별시 구로구 개봉로20길 91-10,서울특별시 구로구 개봉동 198-6,개웅교회,02-2614-3141,개웅교회 지층,노숙자  노인,11:30~12:30,화+일,2012-11-01,,,,2024-01-26,3160000,서울특별시 구로구
121,895,중국동포의집,서울특별시 구로구 남부순환로 1307,서울특별시 구로구 가리봉동 137-22,(사)지구촌사랑나눔,02-849-1188,중국동포교회 건물 1층,외국인  노인,12:00~13:00,월+화+수+목+금+토+일,2012-11-01,,,,2024-01-26,3160000,서울특별시 구로구
122,896,한국지체장애인협회 구로구지회,서울특별시 구로구 디지털로19길 24,서울특별시 구로구 가리봉동 131-26,한국지체장애인협회 구로지회,02-2682-7553,장애인연합회 건물 1층,장애인 노인,11:00~11:30,화+수+목,2007-01-01,,,,2024-01-26,3160000,서울특별시 구로구
123,897,한국곰두리복지회,,서울특별시 구로구 개봉동 416-2,한국곰두리복지회,02-2611-6260,고척로 25길 116 맞은편 컨테이너 급식소 1층,노인 저소득주민,12:00~13:00,화+금,2012-11-01,,,,2024-01-26,3160000,서울특별시 구로구
124,898,지구촌기독교하늘선교협회,서울특별시 구로구 고척로41길 35,서울특별시 구로구 고척동 261-84,지구촌기독교하늘선교협회,,지층 전체,노인 저소득주민,12:00~13:00,월+화+수+목+금,2014-10-12,,,,2024-01-26,3160000,서울특별시 구로구
125,899,동작노인종합복지관,서울특별시 동작구 상도로11길 7,서울특별시 동작구 대방동 335-10,동작노인종합복지관,02-823-0064,동작노인종합복지관,만60세 이상 결식우려가 있는 저소득 어르신,중식(11:30~13:00),월+화+수+목+금+토,2020-01-01,2021-12-31,37.50039208,126.9291105,2024-04-05,3190000,서울특별시 동작구
126,927,서대문노인종합복지관,서울특별시 서대문구 독립문로8길 57 (천연동),서울특별시 서대문구 천연동 117-3,서대문노인종합복지관,,서대문노인종합복지관,저소득어르신,10:30~12:00,경로식당(월+화+수+목+금+토)+식사배달(월+화+수+목+금+토+일)+밑반찬배달(화+금),,,37.56800449,126.959129,2022-08-01,3120000,서울특별시 서대문구
127,947,관악노인종합복지관,서울특별시 관악구 보라매로 35(관악노인종합복지관),서울특별시 관악구 봉천동 726-3,관악노인종합복지관,02-888-6144,관악노인종합복지관,만 60세 이상 저소득 어르신,평일중식(11:20-12:40)+토요일중식(11:10-12:10),월+화+수+목+금+토,,,37.49304069,126.9263301,2024-10-02,3200000,서울특별시 관악구
128,948,서울YWCA봉천종합사회복지관,서울특별시 관악구 관악로 254(청림동 서울YWCA봉천종합사회복지관),서울특별시 관악구 봉천동 37,서울YWCA봉천종합사회복지관,02-870-4457,서울YWCA봉천종합사회복지관,만 60세 이상 저소득 어르신,중식(11:00-12:00),월+화+수+목+금+토,1993-02-01,,37.48668511,126.9575761,2024-10-02,3200000,서울특별시 관악구
129,949,강감찬종합사회복지관,서울특별시 관악구 양녕로 74,서울특별시 관악구 봉천동 492-6,강감찬종합사회복지관,02-886-9941,강감찬종합사회복지관,만 60세 이상 저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,,,37.48851649,126.9466587,2024-10-02,3200000,서울특별시 관악구
130,950,성민종합사회복지관,서울특별시 관악구 호암로 549,서울특별시 관악구 신림동 300-4,성민종합사회복지관,02-876-0900,성민종합사회복지관,만 60세 이상 저소득 어르신,중식(11:15-12:00),월+화+수+목+금+토,1996-10-24,,37.46678996,126.9312404,2024-10-02,3200000,서울특별시 관악구
131,951,신림종합사회복지관,서울특별시 관악구 난곡로 110,서울특별시 관악구 신림동 664,신림종합사회복지관,02-851-1767,신림종합사회복지관 4층 밥내음식당,만 60세 이상 저소득 어르신,중식(11:00-12:00),월+화+수+목+금+토,1999-06-01,,37.46483759,126.9198595,2024-10-02,3200000,서울특별시 관악구
132,952,중앙사회복지관,서울특별시 관악구 봉천로 41길 33(중앙동 중앙사회복지관),서울특별시 관악구 봉천동 890-7,중앙사회복지관,02-872-5802,중앙사회복지관,만 60세 이상 저소득 어르신,중식(11:00-13:00),월+화+수+목+금+토,2009-05-18,,37.48436167,126.9480697,2024-10-02,3200000,서울특별시 관악구
133,984,서울기능장애인협회 노원지부,서울특별시 노원구 한글비석로 182,서울특별시 노원구 하계동 9-5,서울기능장애인협회 노원지부,02-2135-6352,협회식당,장애인,중식(11:30 ~),월+화+수+목+금,,,37.643746,127.076731,2024-07-22,3100000,서울특별시 노원구
134,985,참아름교회,서울특별시 노원구 노원구 공릉로 351,서울특별시 노원구 하계1동 284,참아름교회,02-974-4443,참아름교회 2~3층,저소득 노인,중식(12:00 ~),월+화+수+목+금+토+일,,,37.637529,127.069874,2024-07-22,3100000,서울특별시 노원구
135,986,아름다운 세상 모두함께,서울특별시 노원구 상계로37길 11,서울특별시 노원구 상계동 111-267,아름다운 세상 모두함께,02-556-1333,1층 식당,결식노인+노숙자,화ㆍ목 석식(17:30~ )+토 중식(12:00~ ),화+목+토,,,37.67100255,127.079221,2024-07-22,3100000,서울특별시 노원구
136,1001,장안종합사회복지관,서울특별시 동대문구 한천로18길48(장안동),서울특별시 동대문구 장안동 395-2,장안종합사회복지관,02-2242-7564,장안종합사회복지관,저소득 어르신 급식지원사업 선정 대상자,11:30~12:30,월+화+수+목+금,,,37.56795185,127.0661722,2024-06-10,3050000,서울특별시 동대문구
137,1019,정릉종합사회복지관,서울특별시 성북구 솔샘로5길 92,서울특별시 성북구 정릉동 산 1-293,정릉종합사회복지관,02-909-0434,경로식당,60세이상 저소득어르신,11:30-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
138,1020,길음종합사회복지관,서울특별시 성북구 삼양로2길 55,서울특별시 성북구 길음동 1061,길음종합사회복지관,02-985-0161,경로식당,60세이상 저소득어르신,11:00-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
139,1042,동대문노인종합복지관,서울특별시 동대문구 제기로33길25(청량리동),서울특별시 동대문구 청량리동 11-1,동대문노인종합복지관,02-963-0565,동대문노인종합복지관,저소득 어르신 급식지원사업 선정 대상자,11:30~13:00,월+화+수+목+금+토,,,37.58724828,127.0500258,2024-06-10,3050000,서울특별시 동대문구
140,1101,신월종합사회복지관 경로식당,서울특별시 양천구 신월로24길 19 (신월동),서울특별시 양천구 신월동 1063-1,신월종합사회복지관,02-2605-8728,신월종합사회복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.52003276,126.8473669,2024-12-12,3140000,서울특별시 양천구
141,1102,목동어르신복지관 경로식당,서울특별시 양천구 목동중앙로3길 21(목동),서울특별시 양천구 목동 765-1,목동어르신복지관,02-2643-3352,목동어르신복지관,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.536465,126.869268,2024-12-12,3140000,서울특별시 양천구
142,1103,해맞이경로식당,서울특별시 양천구 지양로 37(신월동),서울특별시 양천구 신월동 987,서서울어르신복지관,02-2699-9275,해맞이경로식당,저소득 결식우려 어르신,중식(11:30-13:00),월+화+수+목+금+토,2023-01-01,2023-12-31,37.519077,126.835622,2024-12-12,3140000,서울특별시 양천구
143,1123,성북노인종합복지관,서울특별시 성북구 종암로15길 10,서울특별시 성북구 종암동 66-14,성북노인종합복지관,02-929-7950,경로식당,60세이상 저소득어르신,11:30-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
144,1124,생명의전화종합사회복지관,서울특별시 성북구 오패산로 21,서울특별시 성북구 하월곡동 96-113,생명의전화종합사회복지관,02-916-9193,경로식당,60세이상 저소득어르신,10:00-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
145,1125,장위종합사회복지관,"서울특별시 성북구 화랑로 237, 2층",서울특별시 성북구장위동 65-24,장위종합사회복지관,02-918-3073,경로식당,60세이상 저소득어르신,11:00-13:00,월+화+수+목+금,2025-01-01,2025-12-31,,,2025-02-27,3070000,서울특별시 성북구
146,1136,금천노인종합복지관,서울특별시 금천구 시흥대로51길 93-32(시흥동),서울특별시 금천구 시흥동 558-1,금천노인종합복지관,02-804-4058,금천노인종합복지관 지하1층,저소득 어르신,중식(11:20-12:40),월+화+수+목+금+토,,,37.4501638,126.8977638,2024-09-02,3170000,서울특별시 금천구
147,1137,금천누리종합사회복지관,서울특별시 금천구 가산로 129(가산동),서울특별시 금천구 가산동 144-3,금천누리종합사회복지관,02-868-6856,금천누리종합사회복지관 5층,저소득 어르신,중식(11:20-12:30),월+화+수+목+금+토,,,37.476852,126.891799,2024-09-02,3170000,서울특별시 금천구
148,1149,금천한내어르신복지센터,서울특별시 금천구 한내로 69-15(독산동),서울특별시 금천구 독산동 1088-1,금천한내어르신복지센터,02-897-5104,금천한내어르신복지센터 4층,저소득 어르신,중식(11:00-12:10),월+화+수+목+금+토,,,37.4573875,126.8865394,2024-09-02,3170000,서울특별시 금천구
149,1150,금천호암노인종합복지관,서울특별시 금천구 독산로72길 86-5(독산동),서울특별시 금천구 독산동 917,금천호암노인종합복지관,02-853-7203,금천호암노인종합복지관 2층,저소득 어르신,중식(11:30-13:00),월+화+수+목+금+토,,,37.46951291,126.9064763,2024-09-02,3170000,서울특별시 금천구
150,1151,살구여성회,서울특별시 금천구 시흥대로148길 27(독산동),서울특별시 금천구 독산동 969-6,살구여성회,02-895-5973,살구여성회 따뜻한밥집,저소득 어르신,중식(11:00-12:30),월+화+수+목+금+토,,,37.4751323,126.9002445,2024-09-02,3170000,서울특별시 금천구
151,1152,주님앞에제일교회,서울특별시 금천구 탑골로2길 56(시흥동),서울특별시 금천구 시흥동 264-1,주님앞에제일교회,02-896-2031,주님앞에제일교회 2층,저소득 어르신,중식(11:50-12:40),화+수+목+금+토+일,,,37.4504161,126.9131787,2024-09-02,3170000,서울특별시 금천구
152,1153,청담종합사회복지관,서울특별시 금천구 금하로29길 26(시흥동),서울특별시 금천구 시흥동 241-7,청담종합사회복지관,02-806-1377,청담종합사회복지관 1층,저소득 어르신,중식(11:30-12:30),월+화+수+목+금+토,,,37.45113975,126.9129242,2024-09-02,3170000,서울특별시 금천구
153,1230,자양종합사회복지관,서울특별시 광진구 자양번영로 35(자양동),서울특별시 광진구 자양동 581-2,자양종합사회복지관,02-458-1664,자양종합사회복지관 식당,국민기초생활수급자,중식(11:30~13:00),월+화+수+목+금,2010-01-01,,37.532877,127.0752337,2024-01-31,3040000,서울특별시 광진구
154,1231,광진노인종합복지관,서울특별시 광진구 군자로 88(군자동),서울특별시 광진구 군자동 364-15,광진노인종합복지관,02-466-6242,광진노인종합복지관 식당,국민기초생활수급자,중식(11:30~13:00),월+화+수+목+금,2010-01-01,,37.551093,127.0715961,2024-01-31,3040000,서울특별시 광진구
155,1256,성동노인종합복지관,서울특별시 성동구 마조로 77,서울특별시 성동구 마장동 798-1 성동노인종합복지관,성동노인종합복지관,02-6341-8646,성동노인종합복지관 식당,60세이상 저소득 노인,11:30~13:00,월+화+수+목+금+토,2000-08-14,,37.564756,127.041241,2024-12-11,3030000,서울특별시 성동구
156,1257,성동장애인무료급식소,서울특별시 성동구 청계천로 516,서울특별시 성동구 마장동 610,지체장애인협회 성동지회,02-2291-8306,성동장애인생활회관 1층,저소득 장애인,11:00~13:00,월+화+수+목+금,2007-01-01,,37.57073007,127.0341592,2024-12-11,3030000,서울특별시 성동구
157,1258,성동종합사회복지관,서울특별시 성동구 청계천로 506,서울특별시 성동구 마장동 527-2 성동종합사회복지관,성동종합사회복지관,02-2290-3169,성동종합사회복지관 식당,60세이상 저소득 노인,11:00~13:00,월+화+수+목+금,1998-03-02,,37.57022175,127.0334425,2024-12-11,3030000,서울특별시 성동구
158,1259,성수종합사회복지관,서울특별시 성동구 뚝섬로1길 43,서울특별시 성동구 성수동1가 656-1784,성수종합사회복지관,02-2204-9900,성수종합사회복지관 식당,60세이상 저소득 노인,11:00~12:00,월+화+수+목+금+토,2012-06-01,,37.54542883,127.0469481,2024-12-11,3030000,서울특별시 성동구
159,1260,옥수종합사회복지관,서울특별시 성동구 한림말길 16-5,서울특별시 성동구 옥수동 16-5 옥수종합사회복지관,옥수종합사회복지관,02-2282-1100,옥수종합사회복지관 식당,60세이상 저소득 노인,11:00~13:00,월+화+수+목+금,1997-09-24,,37.540433,127.012782,2024-12-11,3030000,서울특별시 성동구
